User ID,Age,Workout Type,Workout Duration (mins),Calories Burned,Heart Rate (bpm),Workout Intensity,Sleep Hours,Body Fat (%)
8819,53,HIIT,119,205,148,High,6.8,28.5
8820,46,Cardio,31,485,89,Low,6.5,28.5
8821,56,Cycling,44,607,164,Low,4.8,28.5
8822,46,Strength,17,425,150,Low,7.7,28.5
8823,45,Strength,16,826,136,Low,8.7,28.5
8824,34,HIIT,55,877,102,Low,4.5,28.5
8825,19,Strength,50,278,166,Medium,8.8,28.5
8826,22,Yoga,47,646,103,Low,4.9,28.5
8827,43,HIIT,17,179,82,High,6.3,28.5
8828,49,HIIT,25,229,146,Low,4.9,28.5
8829,26,Strength,102,701,117,Medium,8,28.5
8830,49,Running,13,967,152,High,4.1,28.5
8831,22,Cycling,107,483,134,Medium,5.5,28.5
8832,57,HIIT,80,555,166,Medium,9.7,28.5
8833,40,Running,19,927,178,Medium,7.5,28.5
8834,23,Cardio,23,740,142,High,6.7,28.5
8835,30,HIIT,118,604,98,Medium,8.3,28.5
8836,42,Yoga,85,843,151,High,7.6,28.5
8837,47,Yoga,28,453,131,Medium,9.8,28.5
8838,54,Strength,76,602,123,High,9,28.5
8839,51,HIIT,26,501,129,Low,6.6,28.5
8840,53,HIIT,33,385,127,Medium,8.4,28.5
8841,36,HIIT,105,709,150,Low,4.7,28.5
8842,28,Cycling,33,221,169,Low,8.2,28.5
8843,35,Cardio,86,311,151,Medium,9.1,28.5
8844,58,Cardio,48,954,100,Low,5.1,28.5
8845,30,Cardio,59,431,112,Low,9.5,28.5
8846,19,Strength,98,364,160,Medium,6.6,28.5
8847,43,Cycling,21,762,105,Medium,9.7,28.5
8848,27,HIIT,58,680,159,Medium,8.8,28.5
8849,25,Yoga,31,470,93,Medium,4.5,28.5
8850,39,Cardio,79,908,118,Medium,5.1,28.5
8851,51,HIIT,19,398,132,Medium,7,28.5
8852,38,Yoga,14,647,125,Low,7.6,28.5
8853,51,Yoga,38,524,173,High,8.2,28.5
8854,23,Running,84,253,171,Medium,9.1,28.5
8855,38,Yoga,36,482,138,Medium,4.6,28.5
8856,18,Strength,10,559,95,Low,7.5,28.5
8857,59,Yoga,66,571,160,Medium,6.2,28.5
8858,50,Yoga,10,547,167,Low,8.9,28.5
8859,21,Running,98,925,178,High,6.6,28.5
8860,40,Yoga,43,362,93,High,7.4,28.5
8861,56,Yoga,23,679,103,Low,6.7,28.5
8862,48,HIIT,84,261,107,Medium,6.6,28.5
8863,59,Running,74,591,103,High,9.6,28.5
8864,50,Running,86,382,167,Medium,9.2,28.5
8865,38,Cardio,95,133,133,Low,4.7,28.5
8866,19,Cycling,74,806,118,Low,9.3,28.5
8867,56,Yoga,105,117,164,Low,5.3,28.5
8868,46,Yoga,54,511,160,Medium,5,28.5
8869,43,HIIT,56,594,158,High,6.3,28.5
8870,37,Yoga,15,283,157,Low,4.1,28.5
8871,32,Yoga,26,490,153,Medium,7.4,28.5
8872,54,Strength,115,271,137,High,6.6,28.5
8873,37,Cardio,101,429,164,Medium,6,28.5
8874,42,Cycling,88,214,179,Medium,4.1,28.5
8875,41,Yoga,93,510,149,High,6.1,28.5
8876,30,Strength,49,228,91,Medium,9.3,28.5
8877,55,Running,41,472,110,Low,4,28.5
8878,49,Cycling,115,592,177,Low,9.2,28.5
8879,18,Strength,80,636,161,Low,5.9,28.5
8880,34,HIIT,53,565,89,High,6.8,28.5
8881,20,Yoga,79,379,168,Medium,8.7,28.5
8882,35,Cycling,92,411,113,Low,4.4,28.5
8883,28,Strength,111,743,122,High,5.4,28.5
8884,56,Cycling,47,960,179,High,9,28.5
8885,18,Strength,98,895,103,High,8.2,28.5
8886,57,Strength,90,966,123,Medium,5.4,28.5
8887,29,Yoga,45,399,114,Medium,7.6,28.5
8888,59,Yoga,49,944,104,Low,7.8,28.5
8889,27,HIIT,93,260,139,Low,5.5,28.5
8890,55,Strength,40,369,104,Low,7.5,28.5
8891,42,Yoga,115,730,97,High,9.7,28.5
8892,29,HIIT,59,102,158,High,8.2,28.5
8893,30,Yoga,102,518,169,High,7.5,28.5
8894,36,Yoga,24,930,121,Medium,4.4,28.5
8895,44,Cardio,97,784,107,Medium,9.8,28.5
8896,29,Cardio,38,468,148,Low,8,28.5
8897,27,Running,40,840,173,Medium,5.3,28.5
8898,23,Cycling,36,536,99,Low,8.1,28.5
8899,43,Cardio,106,823,129,High,4.9,28.5
8900,42,Running,89,980,157,Medium,7.6,28.5
8901,34,Cycling,103,461,93,High,8.9,28.5
8902,51,Cycling,19,428,137,Medium,9.6,28.5
8903,56,Running,80,153,163,High,6.3,28.5
8904,58,Yoga,14,729,153,Medium,4.8,28.5
8905,22,Yoga,65,690,81,High,5.6,28.5
8906,30,Running,13,924,109,Low,7.3,28.5
8907,23,HIIT,63,997,95,High,5.3,28.5
8908,45,HIIT,50,164,108,Medium,6.3,28.5
8909,50,Strength,22,119,175,Medium,4.5,28.5
8910,25,HIIT,74,718,105,Low,4.8,28.5
8911,31,HIIT,118,680,171,Medium,4.1,28.5
8912,46,Cardio,118,895,91,Low,8.3,28.5
8913,58,Strength,31,595,110,High,6.2,28.5
8914,38,HIIT,68,899,139,Low,4.2,28.5
8915,48,Yoga,73,990,96,High,6.8,28.5
8916,29,Strength,59,277,158,Medium,9.6,28.5
8917,42,Running,56,770,86,High,7.9,28.5
8918,31,Yoga,102,511,94,Low,8.1,28.5
8919,24,Running,77,413,95,Medium,6.1,28.5
8920,24,Cycling,83,340,141,Medium,8.6,28.5
8921,40,Cardio,12,587,137,Medium,8.4,28.5
8922,53,HIIT,41,886,136,Low,5.7,28.5
8923,31,Yoga,75,134,150,Medium,9,28.5
8924,29,Cardio,42,189,95,High,6.7,28.5
8925,27,Cycling,119,679,175,Medium,8.4,28.5
8926,40,Strength,57,304,110,High,8.8,28.5
8927,57,Cycling,33,586,101,High,8.8,28.5
8928,20,Yoga,74,215,97,Low,5,28.5
8929,29,Yoga,38,897,176,Low,9.9,28.5
8930,44,Strength,59,459,143,Medium,10,28.5
8931,32,Cycling,22,150,165,Low,9.5,28.5
8932,45,Cardio,23,807,175,High,4.7,28.5
8933,52,HIIT,91,370,179,Low,5,28.5
8934,50,Running,64,150,128,Medium,8.7,28.5
8935,18,Strength,39,100,106,Medium,5.2,28.5
8936,25,HIIT,52,718,115,Medium,4.4,28.5
8937,29,Cardio,18,821,142,Medium,9.6,28.5
8938,43,Running,113,358,142,Medium,9.8,28.5
8939,26,Yoga,103,785,100,Medium,7.2,28.5
8940,19,Yoga,41,288,132,Medium,7.1,28.5
8941,31,Cardio,101,593,96,High,4.1,28.5
8942,38,Yoga,41,434,129,High,9,28.5
8943,28,Cardio,28,490,118,Low,5.7,28.5
8944,58,Running,81,629,99,Low,9.5,28.5
8945,41,HIIT,65,728,94,High,8.4,28.5
8946,38,Yoga,99,937,161,Medium,8.2,28.5
8947,35,HIIT,68,701,162,Medium,6.3,28.5
8948,52,Running,29,868,144,Medium,5.8,28.5
8949,35,HIIT,18,991,103,Low,5.7,28.5
8950,24,HIIT,37,788,81,High,4.8,28.5
8951,30,Running,66,204,179,High,5.2,28.5
8952,35,Running,23,885,114,High,5.3,28.5
8953,28,Strength,79,248,158,Low,6.6,28.5
8954,30,HIIT,115,678,139,High,4.6,28.5
8955,27,HIIT,28,687,116,Medium,9.3,28.5
8956,40,HIIT,63,486,140,Low,7.9,28.5
8957,45,Strength,111,633,127,Low,7.5,28.5
8958,41,Running,104,589,107,High,8,28.5
8959,29,Cardio,47,824,131,High,8,28.5
8960,46,HIIT,44,675,95,Medium,5.5,28.5
8961,36,HIIT,112,710,122,Low,6.8,28.5
8962,58,Running,73,671,84,Medium,8.8,28.5
8963,19,HIIT,50,700,113,High,6.7,28.5
8964,51,Cardio,49,225,163,High,4.4,28.5
8965,38,Cycling,50,436,110,Medium,10,28.5
8966,20,Strength,115,434,153,Medium,9.2,28.5
8967,56,Cycling,114,898,102,Medium,5.3,28.5
8968,20,Cycling,62,198,124,High,7.1,28.5
8969,52,Yoga,22,378,176,Low,10,28.5
8970,30,Cardio,26,129,174,Medium,8.5,28.5
8971,27,HIIT,106,446,137,Low,6.8,28.5
8972,36,Cardio,31,769,171,Low,6.1,28.5
8973,27,Strength,28,635,165,High,7.2,28.5
8974,31,Yoga,24,319,126,Medium,7.9,28.5
8975,44,Strength,40,674,158,Low,8.5,28.5
8976,25,Strength,79,637,163,Low,7.5,28.5
8977,41,Strength,69,741,176,High,7.6,28.5
8978,59,Running,54,172,178,High,6.3,28.5
8979,50,Strength,11,396,92,Medium,8.9,28.5
8980,59,Yoga,40,310,113,Low,6.4,28.5
8981,37,Strength,26,793,128,Low,7.3,28.5
8982,49,Cycling,65,339,146,Low,9.5,28.5
8983,22,Strength,75,816,136,High,8.7,28.5
8984,55,Strength,90,453,133,High,4.5,28.5
8985,46,HIIT,110,897,130,Medium,4.7,28.5
8986,53,HIIT,44,138,173,High,9.1,28.5
8987,31,Cycling,106,740,139,Low,4,28.5
8988,28,Strength,43,164,116,Low,6.9,28.5
8989,49,Cardio,74,619,98,Low,9.5,28.5
8990,40,Yoga,11,397,149,High,8.2,28.5
8991,21,Yoga,87,337,100,Medium,7.7,28.5
8992,33,Yoga,58,754,169,Low,7.4,28.5
8993,41,Yoga,27,102,134,High,4.6,28.5
8994,32,Cycling,69,135,154,Medium,9.3,28.5
8995,49,HIIT,18,125,159,Low,9.7,28.5
8996,55,Strength,48,808,160,Low,8.9,28.5
8997,46,Strength,34,601,161,High,9.4,28.5
8998,37,Cycling,43,119,147,Medium,4.1,28.5
8999,55,HIIT,36,123,94,High,5.7,28.5
9000,36,HIIT,60,419,172,Low,8.1,28.5
9001,22,Strength,81,690,149,High,7,28.5
9002,39,Cycling,28,112,116,High,9.8,28.5
9003,52,Running,47,651,173,High,6.8,28.5
9004,25,Cycling,33,628,82,Medium,8.3,28.5
9005,40,Cycling,111,826,132,Low,5.3,28.5
9006,20,Strength,46,266,103,Low,9.8,28.5
9007,41,Cardio,48,532,110,High,4.3,28.5
9008,32,Cardio,91,592,138,Medium,6.4,28.5
9009,58,Yoga,104,699,112,High,5.7,28.5
9010,23,Running,76,183,110,Medium,5.7,28.5
9011,38,HIIT,56,128,93,Low,8.9,28.5
9012,46,Yoga,113,501,127,Medium,8.3,28.5
9013,45,Strength,57,916,121,Medium,4.3,28.5
9014,34,Strength,26,890,146,High,6.7,28.5
9015,50,Strength,95,835,123,High,8.5,28.5
9016,50,Cardio,72,556,175,Low,9.3,28.5
9017,34,HIIT,68,184,97,High,8.5,28.5
9018,35,Cycling,79,942,107,Low,4.7,28.5
9019,52,Cycling,54,487,148,Low,8.5,28.5
9020,24,HIIT,20,870,104,High,7.1,28.5
9021,25,Strength,77,833,174,High,6.2,28.5
9022,20,Yoga,118,539,139,Medium,4.1,28.5
9023,40,Running,17,956,160,Low,5.1,28.5
9024,56,HIIT,84,846,120,Medium,9.2,28.5
9025,18,Running,100,391,142,High,5,28.5
9026,24,HIIT,45,963,95,High,7.9,28.5
9027,52,Yoga,33,751,162,Medium,8.4,28.5
9028,57,Yoga,81,335,107,Medium,6.3,28.5
9029,55,Strength,16,450,144,High,7.7,28.5
9030,53,Cycling,62,774,110,High,9.2,28.5
9031,23,Strength,10,937,137,Low,9.2,28.5
9032,19,Running,46,730,138,High,7.1,28.5
9033,51,Yoga,92,528,140,Medium,8.9,28.5
9034,40,Cardio,90,697,146,Medium,9.1,28.5
9035,39,Strength,14,256,168,High,9.3,28.5
9036,48,Cardio,107,408,100,High,5.3,28.5
9037,48,Cardio,37,425,142,High,9.9,28.5
9038,38,Cardio,113,455,94,High,4.2,28.5
9039,43,Cardio,21,601,104,Medium,7.6,28.5
9040,43,Yoga,43,798,117,Medium,4.7,28.5
9041,22,Cycling,31,689,115,Low,4.2,28.5
9042,21,Strength,38,732,119,High,9.1,28.5
9043,26,Yoga,109,959,123,High,8.1,28.5
9044,44,Cardio,81,393,179,High,6.4,28.5
9045,22,Yoga,22,179,106,Low,10,28.5
9046,33,Yoga,76,888,137,Low,7.6,28.5
9047,41,Strength,69,151,117,Medium,8.5,28.5
9048,56,Strength,36,782,149,Medium,4.6,28.5
9049,42,HIIT,102,820,141,High,4.8,28.5
9050,46,Strength,28,341,92,High,6.7,28.5
9051,25,Yoga,67,271,178,High,6.6,28.5
9052,31,HIIT,57,543,89,Low,6,28.5
9053,19,Yoga,44,795,106,Low,4.4,28.5
9054,23,Cardio,88,401,173,Medium,7.4,28.5
9055,47,Strength,22,171,156,Low,6.2,28.5
9056,34,HIIT,37,447,169,High,5.9,28.5
9057,31,Yoga,98,511,97,Low,5,28.5
9058,50,Cycling,54,726,137,Low,4.7,28.5
9059,44,Yoga,29,734,153,High,7.2,28.5
9060,52,Cycling,116,843,175,High,5.6,28.5
9061,56,Cardio,14,909,142,High,4.9,28.5
9062,44,Yoga,96,486,172,Low,9.5,28.5
9063,49,Cycling,92,854,120,Medium,6.6,28.5
9064,21,HIIT,97,288,136,Medium,5.6,28.5
9065,24,Cardio,105,187,155,Low,9.1,28.5
9066,26,HIIT,37,244,101,High,9,28.5
9067,36,Yoga,93,575,143,Medium,8.1,28.5
9068,34,Running,17,500,139,High,6.4,28.5
9069,23,Strength,35,130,131,Medium,8.8,28.5
9070,20,Running,55,359,88,Low,6.2,28.5
9071,45,Running,116,949,127,High,7.9,28.5
9072,25,Strength,11,434,136,Low,8.9,28.5
9073,23,Running,57,612,170,High,7.6,28.5
9074,47,Yoga,20,899,84,High,9.7,28.5
9075,23,Running,83,425,148,Low,6.7,28.5
9076,43,Yoga,29,112,87,High,5.2,28.5
9077,46,Strength,92,769,122,Low,5,28.5
9078,49,Strength,78,741,165,High,5.4,28.5
9079,48,HIIT,31,784,101,Medium,6.6,28.5
9080,38,Cardio,52,779,157,Low,5.5,28.5
9081,51,Strength,59,731,87,Medium,8.8,28.5
9082,33,Cycling,95,530,96,Medium,4.9,28.5
9083,29,Cardio,84,209,84,High,9.9,28.5
9084,44,Strength,60,341,114,Low,8.2,28.5
9085,26,Strength,44,156,176,High,6.5,28.5
9086,30,Cycling,53,751,95,Medium,7.3,28.5
9087,54,Cardio,19,689,102,High,7.6,28.5
9088,41,Cycling,53,260,106,Low,5.1,28.5
9089,30,Cardio,106,928,150,Medium,8.7,28.5
9090,56,Cycling,68,327,166,High,5.8,28.5
9091,53,Cycling,46,986,118,Medium,8.5,28.5
9092,39,HIIT,10,807,139,Low,7.8,28.5
9093,58,HIIT,105,390,173,Low,4.8,28.5
9094,27,Cycling,14,744,138,Medium,8.1,28.5
9095,38,Cardio,71,559,88,Medium,6,28.5
9096,39,Yoga,97,998,168,Low,5.2,28.5
9097,23,Cycling,25,917,121,Medium,8,28.5
9098,57,Cycling,53,197,175,Low,5.1,28.5
9099,56,Yoga,107,563,169,Low,6.6,28.5
9100,51,Cardio,106,314,98,Low,7,28.5
9101,33,Yoga,30,427,111,Low,5.8,28.5
9102,25,Cycling,36,514,95,Low,4.6,28.5
9103,20,Running,62,108,100,Low,6,28.5
9104,30,Running,97,605,161,High,4.6,28.5
9105,42,HIIT,64,863,87,Low,9.9,28.5
9106,20,Running,73,259,121,Medium,4.8,28.5
9107,25,Cycling,65,677,80,High,6.6,28.5
9108,45,HIIT,55,431,163,Medium,7.6,28.5
9109,40,Strength,42,912,132,Low,7.9,28.5
9110,46,Running,106,253,179,Low,5.8,28.5
9111,30,Yoga,115,109,112,High,8.5,28.5
9112,40,Running,16,458,85,High,8.7,28.5
9113,18,Strength,65,440,121,High,7.3,28.5
9114,19,Strength,19,236,143,Medium,4.4,28.5
9115,39,Strength,111,822,89,High,4.9,28.5
9116,23,Yoga,107,653,125,Low,9.1,28.5
9117,37,Strength,82,433,178,High,8.1,28.5
9118,31,HIIT,20,311,105,Medium,8.7,28.5
9119,47,Cycling,22,630,154,Low,6.8,28.5
9120,29,Yoga,34,899,101,High,7.9,28.5
9121,49,Cycling,118,379,171,High,4.3,28.5
9122,26,Cardio,90,286,100,Medium,8.3,28.5
9123,20,Cycling,46,773,128,Medium,6.1,28.5
9124,53,Cycling,115,391,97,High,5.9,28.5
9125,19,Cardio,11,885,127,Low,4.1,28.5
9126,47,HIIT,24,836,150,Low,4.1,28.5
9127,28,HIIT,18,217,98,Medium,7,28.5
9128,50,Cycling,117,168,177,Low,7.5,28.5
9129,40,Cardio,58,744,93,Medium,9.2,28.5
9130,36,Yoga,86,651,142,High,8.9,28.5
9131,44,Yoga,110,159,124,Medium,5.9,28.5
9132,21,Cycling,50,892,166,High,8.5,28.5
9133,54,HIIT,54,323,145,High,4.6,28.5
9134,36,Running,68,263,167,Low,6.3,28.5
9135,51,Cycling,52,699,97,High,7.1,28.5
9136,35,Yoga,15,458,99,High,4,28.5
9137,29,Cycling,19,240,155,Low,9.6,28.5
9138,22,Cycling,118,364,155,Medium,9.6,28.5
9139,55,Strength,83,444,134,Low,7.8,28.5
9140,32,Strength,25,149,90,Medium,9.8,28.5
9141,35,Cycling,33,679,121,Low,9.3,28.5
9142,48,HIIT,14,639,145,Low,9.5,28.5
9143,19,Yoga,59,256,143,High,6.8,28.5
9144,45,Running,16,249,87,Medium,5.8,28.5
9145,20,Strength,73,170,169,Low,7.2,28.5
9146,47,Running,100,371,107,High,4.9,28.5
9147,49,Cardio,77,456,97,High,10,28.5
9148,37,Yoga,25,284,115,Medium,4.1,28.5
9149,51,Yoga,10,127,116,Low,9.1,28.5
9150,20,Yoga,79,764,80,Low,5.6,28.5
9151,32,Yoga,21,797,80,Low,7.9,28.5
9152,43,Yoga,94,896,92,Low,9.1,28.5
9153,19,Running,19,340,95,Low,7.9,28.5
9154,22,Cardio,22,644,168,Low,8,28.5
9155,25,Cycling,25,108,81,High,4.8,28.5
9156,37,Running,25,975,170,Low,4.9,28.5
9157,45,Yoga,113,369,177,Low,7.9,28.5
9158,38,Cycling,103,944,138,Medium,5.1,28.5
9159,28,HIIT,15,168,80,High,9.7,28.5
9160,50,HIIT,71,911,114,Low,7.3,28.5
9161,32,HIIT,101,548,112,Low,6.5,28.5
9162,52,Yoga,80,804,89,High,8.8,28.5
9163,44,Cycling,106,926,164,Low,9.4,28.5
9164,57,Cardio,85,973,136,High,8.2,28.5
9165,31,Yoga,23,813,141,Low,7.9,28.5
9166,48,Strength,115,128,82,Low,5.9,28.5
9167,36,Cardio,22,477,95,Medium,5.1,28.5
9168,50,Cycling,58,446,148,High,6.8,28.5
9169,26,Cardio,34,669,103,Medium,4.2,28.5
9170,34,HIIT,36,674,154,Medium,9.4,28.5
9171,20,Running,27,739,125,Low,9.5,28.5
9172,54,Running,14,110,172,Medium,5,28.5
9173,23,Strength,70,589,137,Medium,9.9,28.5
9174,25,HIIT,118,670,95,Low,6.9,28.5
9175,29,Yoga,97,155,108,Medium,8.1,28.5
9176,33,Running,47,223,174,Low,5.9,28.5
9177,33,Strength,79,191,162,High,7.7,28.5
9178,30,HIIT,94,249,115,High,4.9,28.5
9179,26,Running,12,179,139,High,7.7,28.5
9180,39,HIIT,33,760,166,Medium,6.9,28.5
9181,21,Strength,35,249,116,Low,9.1,28.5
9182,52,HIIT,116,655,139,Low,8.3,28.5
9183,33,HIIT,64,113,112,High,8.2,28.5
9184,29,Cardio,36,973,157,Low,8.1,28.5
9185,48,Yoga,83,455,119,High,4.6,28.5
9186,33,Strength,22,608,114,Medium,4.2,28.5
9187,34,Strength,72,221,160,High,6.3,28.5
9188,28,Yoga,88,856,109,Low,9.2,28.5
9189,54,Cardio,73,115,101,High,8.5,28.5
9190,41,HIIT,50,760,123,Low,8.1,28.5
9191,39,HIIT,45,370,93,Medium,9.3,28.5
9192,50,Running,15,521,133,High,6.7,28.5
9193,46,Running,110,614,124,Low,7.8,28.5
9194,55,Running,33,720,143,Medium,4.3,28.5
9195,36,HIIT,59,426,124,Medium,7.6,28.5
9196,51,Strength,62,774,131,High,9,28.5
9197,30,Cardio,39,870,145,Medium,8.7,28.5
9198,58,Yoga,113,135,145,High,9.4,28.5
9199,25,Cardio,34,303,112,High,5.8,28.5
9200,47,Running,31,329,145,High,9.2,28.5
9201,59,HIIT,15,147,170,Medium,5.9,28.5
9202,59,Yoga,28,196,109,Medium,6.5,28.5
9203,20,Strength,87,265,121,High,5.5,28.5
9204,43,Yoga,38,509,134,Low,7.3,28.5
9205,57,Strength,104,949,136,Medium,5,28.5
9206,27,Cycling,86,392,83,Medium,5.3,28.5
9207,55,HIIT,31,403,87,Low,6.2,28.5
9208,32,Cycling,94,924,134,High,4,28.5
9209,30,Cycling,90,466,114,Medium,4.1,28.5
9210,59,HIIT,17,840,140,High,7.2,28.5
9211,31,Cycling,25,887,97,Medium,5.1,28.5
9212,53,Strength,40,808,134,High,9.9,28.5
9213,42,Cycling,101,268,134,Medium,9.5,28.5
9214,36,HIIT,89,158,98,Medium,7.4,28.5
9215,46,Running,74,554,93,High,5.4,28.5
9216,29,Cycling,58,884,80,Medium,9.9,28.5
9217,31,Strength,21,511,129,High,6.5,28.5
9218,22,Running,63,151,143,High,5.5,28.5
9219,46,Yoga,13,239,139,Medium,4.2,28.5
9220,19,Cardio,72,695,84,High,7,28.5
9221,29,Running,100,757,131,Medium,4.3,28.5
9222,32,Running,19,964,130,Low,5.6,28.5
9223,52,Running,64,559,88,Low,4.1,28.5
9224,42,Cycling,13,281,153,Low,4.2,28.5
9225,22,Cycling,13,414,178,Low,9.3,28.5
9226,58,Yoga,21,916,167,High,7,28.5
9227,58,Strength,36,824,162,Low,4.9,28.5
9228,18,Cycling,97,986,115,Low,4.6,28.5
9229,33,Strength,65,626,153,Low,8.2,28.5
9230,35,HIIT,83,730,100,High,4.2,28.5
9231,27,Yoga,78,747,129,Medium,6.1,28.5
9232,48,Running,14,252,138,Low,5.4,28.5
9233,52,Strength,29,239,89,High,7.8,28.5
9234,21,Strength,95,704,170,High,5.2,28.5
9235,24,HIIT,107,502,128,Medium,5.9,28.5
9236,23,Cardio,103,343,149,Low,5.3,28.5
9237,47,Running,63,333,169,High,6.8,28.5
9238,35,Yoga,113,683,125,Medium,7.6,28.5
9239,34,HIIT,50,596,166,Low,6.4,28.5
9240,22,Yoga,22,194,159,Medium,4.1,28.5
9241,29,Cardio,119,465,160,Medium,5.6,28.5
9242,23,Running,26,104,169,Medium,8.5,28.5
9243,29,Cardio,42,277,98,Medium,7.2,28.5
9244,44,HIIT,119,917,165,High,5.4,28.5
9245,22,Yoga,71,957,157,Low,7.2,28.5
9246,58,Strength,103,353,88,High,7,28.5
9247,26,Running,62,851,120,Low,6.9,28.5
9248,41,Yoga,108,559,149,Low,4.6,28.5
9249,28,Cycling,52,647,171,Low,9.1,28.5
9250,50,HIIT,115,351,144,Low,9.6,28.5
9251,24,Cycling,82,692,160,Low,4.8,28.5
9252,40,Cardio,65,613,89,Medium,8.6,28.5
9253,22,Cycling,21,655,165,Medium,5,28.5
9254,22,Cycling,44,501,100,Low,5.6,28.5
9255,30,HIIT,89,706,90,Medium,8.1,28.5
9256,37,HIIT,91,918,118,Low,7.8,28.5
9257,32,Yoga,55,591,81,Low,8.7,28.5
9258,31,HIIT,61,251,166,High,8.3,28.5
9259,49,Cardio,72,384,175,Low,4.9,28.5
9260,54,Cardio,87,492,86,Low,4.1,28.5
9261,37,Running,106,321,99,High,7.1,28.5
9262,29,HIIT,52,265,131,Low,5.3,28.5
9263,25,Strength,100,832,159,High,4.2,28.5
9264,44,Strength,27,766,149,Medium,8.3,28.5
9265,43,HIIT,110,902,84,Medium,7.3,28.5
9266,57,Cardio,52,247,157,Low,4.3,28.5
9267,23,Running,109,305,138,Medium,5.1,28.5
9268,32,Strength,27,384,80,High,5.7,28.5
9269,26,Yoga,81,523,107,Medium,5.9,28.5
9270,52,Cycling,74,525,80,Medium,8,28.5
9271,42,HIIT,42,300,176,Medium,6.2,28.5
9272,28,Yoga,43,895,171,Medium,8.4,28.5
9273,56,Strength,86,599,154,Low,7.7,28.5
9274,49,HIIT,57,243,96,Medium,9.3,28.5
9275,33,Yoga,25,970,127,Medium,9.4,28.5
9276,57,Cycling,63,989,138,Low,5.6,28.5
9277,48,Yoga,85,889,129,Medium,5.6,28.5
9278,53,Cardio,36,727,110,High,9.3,28.5
9279,35,Cardio,101,894,91,Low,9.5,28.5
9280,57,Cycling,117,789,148,Low,7.4,28.5
9281,41,Running,12,145,137,High,8.4,28.5
9282,40,Running,36,215,144,High,6.7,28.5
9283,19,Strength,77,169,121,High,9.5,28.5
9284,49,HIIT,79,116,104,Medium,5.8,28.5
9285,26,Running,12,446,80,Medium,8.3,28.5
9286,55,Cardio,15,694,86,Medium,7.5,28.5
9287,45,HIIT,104,714,110,High,7.6,28.5
9288,26,Running,97,943,94,Medium,7.4,28.5
9289,41,Yoga,97,660,100,High,9.3,28.5
9290,55,HIIT,31,848,97,High,4.1,28.5
9291,37,HIIT,43,415,100,Low,4.2,28.5
9292,31,Running,39,713,130,High,9.9,28.5
9293,50,Running,63,645,93,Low,8.9,28.5
9294,42,Yoga,112,977,159,Low,6.5,28.5
9295,38,Cardio,107,139,151,High,5.8,28.5
9296,52,Yoga,110,361,154,Low,6,28.5
9297,37,Cycling,102,505,131,High,6.1,28.5
9298,36,Running,87,996,168,Medium,6.7,28.5
9299,31,Yoga,111,664,84,Low,4.3,28.5
9300,24,Cardio,62,193,139,Medium,4.5,28.5
9301,28,Cycling,13,301,126,High,7.2,28.5
9302,45,Running,68,154,165,Medium,6.5,28.5
9303,25,Running,30,327,142,Medium,9.3,28.5
9304,45,Cycling,86,186,166,High,8,28.5
9305,23,Cardio,85,967,142,High,9.5,28.5
9306,27,Strength,40,880,102,Low,9,28.5
9307,23,Cardio,75,232,164,High,7.1,28.5
9308,35,Yoga,110,348,86,High,9.9,28.5
9309,28,Cycling,60,720,105,High,7.1,28.5
9310,39,HIIT,57,161,104,Medium,5.3,28.5
9311,32,HIIT,75,366,106,Medium,7.5,28.5
9312,41,Cycling,63,818,153,Medium,7.9,28.5
9313,47,Cycling,70,613,145,Medium,7,28.5
9314,57,Yoga,118,719,85,Low,7.6,28.5
9315,44,HIIT,113,931,89,High,9.5,28.5
9316,49,Cardio,48,175,131,High,5.9,28.5
9317,56,HIIT,104,239,133,High,8.5,28.5
9318,36,Running,93,869,167,High,8.9,28.5
9319,55,Yoga,115,516,81,High,9.3,28.5
9320,41,Running,86,900,108,Low,6.1,28.5
9321,57,Yoga,95,464,125,Medium,7.7,28.5
9322,41,Strength,23,901,151,High,9.9,28.5
9323,19,Yoga,54,746,101,High,7.4,28.5
9324,25,HIIT,55,623,96,Low,9,28.5
9325,49,Cycling,102,600,118,Low,4.1,28.5
9326,25,HIIT,47,365,103,Low,9.7,28.5
9327,54,Running,113,664,152,Low,5.5,28.5
9328,50,Yoga,107,402,162,Medium,5.7,28.5
9329,45,Running,39,644,147,Medium,5.3,28.5
9330,42,Running,91,402,116,High,5.3,28.5
9331,53,Cardio,52,760,80,Low,7.6,28.5
9332,38,Yoga,65,756,169,Medium,7.1,28.5
9333,56,Running,109,244,147,High,9.3,28.5
9334,52,Yoga,96,446,96,High,6.4,28.5
9335,52,Running,65,934,81,High,8.8,28.5
9336,55,Strength,33,168,98,Medium,7.6,28.5
9337,41,Yoga,14,305,114,Medium,5.8,28.5
9338,51,Yoga,65,235,156,Medium,6.2,28.5
9339,40,Running,58,632,162,Low,5.3,28.5
9340,28,HIIT,91,541,176,Medium,4.4,28.5
9341,24,Cardio,22,910,128,High,4.5,28.5
9342,38,Cardio,96,776,107,Low,6.5,28.5
9343,28,Strength,51,221,118,Low,7.8,28.5
9344,54,Cycling,25,354,94,Medium,8.5,28.5
9345,59,Yoga,22,240,106,Low,9.6,28.5
9346,44,HIIT,36,405,156,High,7.5,28.5
